SMILES,novelty,dist_to_D_A,dist_to_D_B,max_sim_D_A,max_sim_D_B,synthetic_accessibility,pred_group_A_absorption_max_nm,unc_group_A_absorption_max_nm,pred_group_A_log_extinction,unc_group_A_log_extinction,pred_group_A_photochem_efficiency,unc_group_A_photochem_efficiency,pred_group_B_log_kp,unc_group_B_log_kp,pred_group_B_skin_sensitization,unc_group_B_skin_sensitization,pred_group_B_skin_irritation,unc_group_B_skin_irritation,pass_surrogate_A,pass_surrogate_B,pass_surrogate_all,oracle_group_A_absorption_max_nm,oracle_group_A_log_extinction,oracle_group_A_photochem_efficiency,oracle_group_B_log_kp,oracle_group_B_skin_sensitization,oracle_group_B_skin_irritation,pass_oracle_A,pass_oracle_B,pass_oracle_all,pass_constraints,method_id,seed
Oc1ccc(C=Cc2ccccc2)cc1O,1,0.5312,0.4138,0.4688,0.5862,1.7904,329.7604,32.1665,4.1138,0.3542,0.1176,0.1353,-5.9333,1.4695,0.6124,0.3304,0.2574,0.2993,0,0,0,324.5132,4.0674,0.1582,-5.2713,0.2948,0.0206,0,1,0,0,B0,42
[N-]=[N+]=NCCCOC(=O)c1ccccc1,1,0.5946,0.4167,0.4054,0.5833,2.1158,322.5904,60.6182,3.9303,0.4122,0.3479,0.2648,-5.6807,1.0333,0.5072,0.3572,0.1723,0.2421,1,0,0,303.205,3.8417,0.3821,-5.5755,0.2134,0.0108,1,1,1,1,B0,42
CCC(C)(C)c1c(O)c(C)cc(C(C)(C)C)c1-c1ccc(OC)cc1,1,0.6545,0.5909,0.3455,0.4091,2.5046,337.6548,47.6029,4.0834,0.432,0.2983,0.2149,-6.7685,1.5022,0.3459,0.3437,0.2442,0.3295,1,1,1,337.5965,4.1454,0.1786,-6.6717,0.0704,0.0042,0,1,0,0,B0,42
CSc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(-c2ccc(C)cc2)s1,1,0.6977,0.186,0.3023,0.814,2.6057,337.6228,58.1356,4.3269,0.2871,0.2665,0.2032,-7.4541,1.6733,0.5156,0.3599,0.2931,0.3629,1,0,0,339.8179,4.4315,0.217,-7.68,0.2662,0.0057,0,1,0,0,B0,42
CN(C)c1ccc(C(C=C(C#N)C#N)=C(C#N)c2c(Cl)cccc2Cl)cc1,1,0.3659,0.6522,0.6341,0.3478,2.9822,511.2901,116.5739,4.4225,0.2964,0.23,0.2609,-7.5163,1.3047,0.6527,0.3536,0.2223,0.2977,0,0,0,522.5606,4.5298,0.3449,-8.2344,0.1134,0.0068,0,1,0,0,B0,42
C#CCC=Cc1ccc(OCC(=O)OCC)cc1CCCC,1,0.6932,0.629,0.3068,0.371,2.6239,349.4818,64.7654,4.0918,0.3879,0.2277,0.1923,-6.8997,1.5495,0.357,0.3659,0.0902,0.1959,0,1,0,345.2385,4.1027,0.287,-7.5665,0.0448,0.0021,1,1,1,1,B0,42
O=C1OC(c2ccccc2)=NC1=Cc1ccccc1,0,0.2286,0.4359,0.7714,0.5641,1.8723,356.3512,17.8129,4.2876,0.2636,0.0435,0.0529,-6.8521,1.2595,0.5288,0.3667,0.2284,0.2775,0,0,0,360.3018,4.3475,0.0773,-7.0745,0.2312,0.0277,0,1,0,0,B0,42
CCCCC(CC)COc1ccccc1N(c1ccccc1)c1ccc(C(=O)c2ccccc2Br)cc1,1,0.6579,0.5593,0.3421,0.4407,2.8449,392.8456,46.2554,3.7885,0.7853,0.3905,0.1425,-7.332,1.3867,0.3742,0.3737,0.059,0.1335,0,1,0,393.9836,3.9348,0.4754,-7.0882,0.0572,0.0034,1,1,1,1,B0,42
O=[N+]([O-])CCn1nc2ccc(Cl)cc2n1,1,0.6596,0.6154,0.3404,0.3846,2.8196,316.7563,32.8547,3.9326,0.3716,0.2242,0.1749,-6.5741,1.0664,0.8119,0.2745,0.3155,0.332,0,0,0,291.3672,3.9442,0.2587,-6.1641,0.7546,0.0603,1,0,0,0,B0,42
CC(C)(C)[n+]1ccc(/C=C/c2nc3cc(S(=O)(=O)[O-])c(OCCCCCC(=O)O)cc3o2)cc1,1,0.2059,0.7222,0.7941,0.2778,3.4859,399.4595,45.7915,4.4703,0.2884,0.2124,0.1923,-6.8394,1.203,0.3314,0.3633,0.1173,0.2325,0,1,0,406.9029,4.2457,0.234,-6.3639,0.0582,0.0075,0,1,0,0,B0,42
COOC(=O)c1cc(-c2ccccc2)cc(O)c1C(=O)C(C)(C)C,1,0.66,0.5106,0.34,0.4894,2.5342,329.4017,28.8517,3.9924,0.5972,0.31,0.2101,-6.5743,1.1053,0.4609,0.3643,0.08,0.1794,1,1,1,332.6767,4.012,0.2553,-6.5524,0.0816,0.0059,1,1,1,1,B0,42
O=C(C=Cc1ccc(O)c(O)c1)n1c2ccccc2c2ccccc21,1,0.5385,0.4737,0.4615,0.5263,2.2272,371.6187,40.7576,4.36,0.1703,0.0782,0.0818,-7.5138,1.3071,0.615,0.393,0.1965,0.297,0,0,0,371.3838,4.2271,0.2088,-8.1165,0.1595,0.0067,0,1,0,0,B0,42
CC(=O)C(C)=Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,1,0.3111,0.68,0.6889,0.32,2.4789,403.8025,50.3768,4.0434,0.6555,0.1643,0.1285,-7.0641,1.3521,0.5293,0.353,0.1713,0.2582,0,0,0,437.3036,4.1015,0.1568,-6.6385,0.2222,0.0054,0,1,0,0,B0,42
CCCCC(CC)COc1cccc(C(=O)O)c1C(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1O,1,0.6531,0.5634,0.3469,0.4366,2.9519,355.9388,79.7859,4.2994,0.5641,0.2084,0.2338,-7.0805,1.2915,0.4727,0.3917,0.0307,0.0921,0,1,0,376.8235,4.3872,-0.0137,-7.0281,0.0569,0.0055,0,1,0,0,B0,42
COC(=O)c1ccc(-c2c3cc4cc(C)sc4cc3c(-c3ccc(OC)cc3)c3cc4cc(C)sc4cc23)cc1,1,0.2439,0.4878,0.7561,0.5122,2.7726,511.2245,67.7299,4.236,0.276,0.4236,0.165,-6.6725,1.1335,0.4024,0.3653,0.1265,0.2282,0,1,0,459.6874,4.2896,0.4537,-6.5824,0.0919,0.004,0,1,0,0,B0,42
CCOC(=O)C1CCN(c2c(C=C3SC(=S)N(CCCCOC)C3=O)c(C)c(C#N)c(=O)n2CC)CC1,1,0.7043,0.1389,0.2957,0.8611,2.8828,503.6422,121.0328,3.8918,0.6492,0.1801,0.1947,-6.9136,1.6578,0.4445,0.3987,0.1738,0.2643,0,1,0,461.0218,4.0448,0.2142,-8.98,0.4329,0.0041,0,1,0,0,B0,42
COc1cc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)c(C)cc1OCC(=O)NCCO,1,0.4783,0.7059,0.5217,0.2941,2.7322,439.6687,145.7149,4.3744,0.4063,0.3248,0.1811,-7.0516,1.4344,0.4528,0.408,0.1111,0.2138,0,1,0,399.601,4.0715,0.3642,-6.992,0.0128,0.0053,1,1,1,1,B0,42
CN(C)c1ccccc1C(=O)C1=[O+][B-](F)(F)OC(c2cccs2)=C1,1,0.5645,0.6897,0.4355,0.3103,3.6012,394.3142,55.962,4.3653,0.42,0.3781,0.1649,-7.0655,1.2669,0.5441,0.364,0.1877,0.2567,1,0,0,403.88,4.3877,0.313,-6.9171,0.5201,0.0042,1,0,0,0,B0,42
CC(=O)N(C)Cc1ccc(N(c2ccc(/C=C/C3=CC(=C(\C#N)C(=O)O)/CC(C)(C)C3)cc2)c2ccc(-n3c4ccccc4c4ccccc43)c(C)c2)cc1,1,0.325,0.7191,0.675,0.2809,3.4571,520.1838,101.5345,4.5663,0.2928,0.3228,0.2803,-7.0376,1.5532,0.4036,0.3937,0.1102,0.2316,0,1,0,545.2882,4.6316,0.2786,-7.3596,0.0723,0.0064,0,1,0,0,B0,42
Cc1cc(C)c(O)c(C(CCCc2cnc(/C=C/c3ccc(C#N)cc3)o2)c2cc(C)cc(C)c2O)c1,1,0.5758,0.6,0.4242,0.4,3.0697,428.2524,58.8459,4.46,0.2481,0.4323,0.2847,-7.1425,1.4176,0.3857,0.3871,0.1835,0.277,0,1,0,393.492,4.5547,0.4065,-7.0686,0.0102,0.0081,1,1,1,1,B0,42
O=C(C=Cc1ccc(O)cc1)c1ccc(O)c(C(=O)C=Cc2ccccc2)c1,1,0.4595,0.1143,0.5405,0.8857,2.1946,358.8948,28.6593,4.4405,0.2524,0.1641,0.1264,-7.0869,1.1151,0.5235,0.3923,0.1818,0.2735,0,0,0,365.7422,4.3139,0.2312,-6.9248,0.1189,0.0083,0,1,0,0,B0,42
COc1cc(C(C)(C)C)cc(Nc2ccc([N+](=O)[O-])c3nonc23)c1O,1,0.5179,0.6122,0.4821,0.3878,2.7331,370.4078,66.6019,4.232,0.2946,0.2082,0.2052,-6.8811,1.0434,0.6122,0.3692,0.1907,0.2824,0,0,0,366.4415,4.221,0.1334,-6.6088,0.5042,0.0088,0,0,0,0,B0,42
Cc1ccc(OC(=O)C=Cc2ccccc2O)c(-c2ccccc2)c1,1,0.6863,0.4186,0.3137,0.5814,2.0061,358.6058,41.7029,4.299,0.3567,0.201,0.174,-6.6947,1.0307,0.4507,0.3685,0.107,0.2077,0,1,0,362.9368,4.3054,0.1435,-6.4941,0.0312,0.0052,0,1,0,0,B0,42
CCCC(=O)c1cccc(N(C)C)c1,1,0.561,0.561,0.439,0.439,1.8003,315.1559,51.5861,3.6547,0.5441,0.1834,0.1493,-6.108,1.1441,0.3799,0.3285,0.2729,0.3093,0,1,0,315.2738,3.639,0.2196,-6.8052,0.0858,0.069,0,1,0,0,B0,42
CC(C)(C)c1cn(C2CC(O)C(CO)O2)c2ncnc(N)c12,1,0.4394,0.7188,0.5606,0.2812,3.7676,285.5332,39.9455,3.6323,0.7092,0.2338,0.2302,-7.476,1.0423,0.5743,0.3703,0.3273,0.3543,0,0,0,277.2221,3.8367,0.2203,-7.3151,0.4821,0.0112,0,1,0,0,B0,42
CC(C)(c1ccc(C(=O)c2ccccc2)cc1)c1ccc(C(=O)c2cc([N+](=O)[O-])c(NOC(c3ccccc3)(c3ccccc3)c3ccccc3)c([N+](=O)[O-])c2)cc1,1,0.2917,0.4783,0.7083,0.5217,3.0327,475.0426,98.8135,4.4945,0.3796,0.1471,0.1548,-6.9336,1.2895,0.4239,0.3907,0.146,0.2559,0,1,0,428.7156,4.3799,0.0826,-6.71,0.1395,0.0057,0,1,0,0,B0,42
COC(=O)C(NC(c1c(O)ccc2ccccc12)c1c(O)ccc2ccccc12)c1ccc2oc(-c3ccc(F)cc3C(F)(F)F)nc2c1,1,0.5432,0.6944,0.4568,0.3056,3.5668,423.3496,91.7124,4.6115,0.3367,0.2539,0.1753,-7.0467,1.3198,0.3527,0.4008,0.0953,0.2147,0,1,0,437.6029,4.6327,0.3877,-7.6083,0.0324,0.0046,0,1,0,0,B0,42
Cc1cc(N)cc(N(C)C)c1N,1,0.7419,0.6429,0.2581,0.3571,2.5788,290.8571,37.7885,3.7316,0.4019,0.2125,0.1653,-5.8395,0.4149,0.7657,0.2769,0.4407,0.3443,0,0,0,309.2933,3.5225,0.2057,-5.8456,0.8655,0.0294,0,0,0,0,B0,42
CCC(C)(OC(C)=O)C(C)(C)C,1,0.7576,0.5758,0.2424,0.4242,3.2665,390.8222,129.03,2.9302,0.9222,0.1886,0.176,-4.8798,0.6246,0.1372,0.2457,0.3525,0.3354,0,0,0,370.2782,2.8481,0.1308,-4.9266,0.0171,0.1477,0,0,0,0,B0,42
COc1ccc(-c2ccc(-c3cc(O)c(O)c(C(C)(C)C)c3)cc2)cc1,1,0.5676,0.4412,0.4324,0.5588,1.9889,323.2621,21.8578,4.2505,0.2164,0.2179,0.1348,-7.503,1.5892,0.5331,0.3545,0.2432,0.3336,0,0,0,320.7679,4.3315,0.21,-7.6173,0.1023,0.0062,0,1,0,0,B0,42
COc1ccc(-c2cc(C(C)(C)C)ccc2-c2c(Br)c3occ(C)c3c3oc(=O)cc(C)c23)cc1,1,0.6129,0.7143,0.3871,0.2857,2.8902,424.1574,74.3323,4.3929,0.308,0.2175,0.2052,-7.3813,1.4602,0.4864,0.3701,0.2082,0.2923,0,1,0,418.8724,4.1469,0.1902,-7.1077,0.0733,0.0132,0,1,0,0,B0,42
CCCC[Si](C)(C)O[C@]1(c2ccccc2)[C@H](C)[C@]1(C(=O)OC)c1ccc(Br)cc1,1,0.3214,0.6857,0.6786,0.3143,3.9079,290.1088,57.494,4.1778,0.5389,0.2106,0.2547,-6.5899,1.2565,0.434,0.3793,0.1087,0.1915,0,1,0,326.5733,4.2112,0.1783,-6.0201,0.0687,0.0038,0,1,0,0,B0,42
O=[N+]([O-])c1ccc2nc(-c3ccc(-c4nc5ccc(NS(=O)(=O)c6ccccc6)cc5o4)nc3)oc2c1,1,0.3091,0.6522,0.6909,0.3478,2.6032,415.9741,110.0366,4.3903,0.4404,0.1633,0.2253,-6.9045,1.106,0.5367,0.4255,0.2048,0.304,0,0,0,397.0813,4.464,0.1366,-7.0257,0.0602,0.0146,0,1,0,0,B0,42
CC(=O)OCCOCCOCc1ccc2c3ccccc3c3nc4ccccc4n3c2c1,1,0.5294,0.6667,0.4706,0.3333,2.4192,336.6056,27.8173,4.2431,0.2536,0.4568,0.2327,-7.1015,1.3147,0.3977,0.3706,0.1285,0.2491,1,1,1,331.4105,4.1721,0.3065,-7.0987,0.0146,0.0033,1,1,1,1,B0,42
N#Cc1ccccc1-c1ccccc1C(=O)O,1,0.625,0.2581,0.375,0.7419,1.7104,325.6848,27.6212,3.7765,0.7972,0.2533,0.1965,-6.4294,1.288,0.5645,0.361,0.2244,0.262,0,0,0,326.1778,3.9774,0.2714,-6.5556,0.1239,0.0273,1,1,1,1,B0,42
CC=C(C)C=Cc1coc(-c2nc3ccc(OC)cn3c2NC2CCCCC2)cc1=O,1,0.5125,0.7237,0.4875,0.2763,3.1809,390.9087,63.6974,4.3686,0.3671,0.2069,0.1576,-6.8349,1.0055,0.4327,0.3794,0.2075,0.2928,0,1,0,395.9688,4.3641,0.3032,-7.4679,0.0521,0.006,1,1,1,1,B0,42
CC(C)(C)c1ccc(-c2c([N+](=O)[O-])ccc(C#N)c2NC(=O)C2CCNCC2)cc1,1,0.7018,0.5085,0.2982,0.4915,2.6289,336.7403,44.8813,4.3441,0.2999,0.2491,0.2868,-7.622,1.2869,0.5583,0.4001,0.1971,0.3122,0,0,0,339.4633,4.3764,0.1834,-7.6167,0.3019,0.0093,0,1,0,0,B0,42
C=CCOC=Cc1cc2c3c(c1)CCCN3CCC2,1,0.5111,0.78,0.4889,0.22,2.8407,353.2737,58.9347,4.1276,0.5385,0.2409,0.209,-6.6825,1.0685,0.3341,0.3598,0.285,0.2863,0,1,0,393.8805,4.2368,0.3919,-6.4999,0.1341,0.058,1,1,1,1,B0,42
COC(=O)c1sc2cccc(O)c2[n+]1C,1,0.6486,0.575,0.3514,0.425,3.0986,302.9766,44.5883,4.0966,0.3904,0.1929,0.1764,-6.3911,1.1052,0.6078,0.3458,0.1646,0.26,0,0,0,322.4896,3.8257,0.078,-6.509,0.2858,0.016,0,1,0,0,B0,42
COC(=O)c1ccc(-c2cccc(Oc3ccc(C(C)(C)C)c(-c4ccc(OC)cc4)c3)c2)c(O)c1O,1,0.6429,0.5862,0.3571,0.4138,2.4472,485.7859,138.9885,4.2539,0.4655,0.2377,0.1666,-6.7875,1.0834,0.4911,0.3892,0.141,0.2652,0,1,0,422.2374,4.3228,0.2178,-6.2723,0.0454,0.006,0,1,0,0,B0,42
CCCCC(CC)COc1cc(C)cc(CNC(=O)c2cc(C(=O)NCc3ccc(O)c(C(C)(C)C)c3)ncn2)c1,1,0.5672,0.6377,0.4328,0.3623,3.233,357.2394,107.8009,4.0471,0.8489,0.3376,0.2472,-7.0946,1.3569,0.4022,0.3873,0.1307,0.2902,1,1,1,424.1034,4.3503,0.4815,-7.2578,0.1093,0.0065,0,1,0,0,B0,42
COCCC(C)CCOC(=O)C(C)C,1,0.7667,0.4062,0.2333,0.5938,2.6905,477.3222,146.0681,2.8513,0.9899,0.1973,0.2438,-6.0031,1.0508,0.3127,0.3213,0.2842,0.3377,0,1,0,439.7684,2.6332,0.2178,-6.1491,0.0387,0.0234,0,1,0,0,B0,42
C[C@@H](C(=O)c1ccc(O)cc1O)c1ccccn1,1,0.6724,0.425,0.3276,0.575,2.7106,304.4591,36.7662,4.0411,0.469,0.1249,0.1078,-6.881,1.0565,0.5223,0.3527,0.2425,0.3053,0,0,0,284.5947,3.9621,0.0702,-7.0509,0.338,0.0161,0,1,0,0,B0,42
CCOC(=O)C(C#N)=C1C(C=C2N(CCCCCCCO)c3ccccc3C2(C)C)=C([O-])/C1=C\C1=[N+](CCNc2ccccc2)c2ccc(C(=O)O)cc2C1(C)C,1,0.1505,0.7353,0.8495,0.2647,3.9223,687.018,40.5092,5.2206,0.1982,0.2797,0.2381,-6.8651,1.5332,0.3273,0.3887,0.093,0.2015,0,1,0,700.1245,5.2159,0.1241,-6.4308,0.0098,0.0034,0,1,0,0,B0,42
CCCCN(CC)c1ccc2c(c1)Cc1c-2[o+]c2c3c4c(cc2c1-c1ccccc1C(=O)[O-])CCCN4CCC3,1,0.1127,0.6548,0.8873,0.3452,3.5564,557.5144,82.8948,4.6608,0.4503,0.1514,0.1523,-7.1922,1.536,0.4047,0.3767,0.119,0.2146,0,1,0,560.1357,4.8037,0.2859,-6.8657,0.0507,0.0047,0,1,0,0,B0,42
CNC(=O)c1cc(=O)c2c(C(=O)c3ccccc3Cl)cccc2o1,1,0.4167,0.6042,0.5833,0.3958,2.2532,362.4563,38.2857,4.12,0.3048,0.2235,0.1895,-7.5788,1.1764,0.6324,0.3573,0.2224,0.3159,0,0,0,341.6671,3.9805,0.329,-7.8987,0.6656,0.0109,1,0,0,0,B0,42
CCCCC(CC)COc1cccnc1Nc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c(OC)c1C,1,0.4302,0.7573,0.5698,0.2427,4.3597,564.4089,92.1887,4.6272,0.3841,0.3246,0.2372,-6.8998,1.5308,0.4126,0.4146,0.1851,0.2776,0,1,0,609.2699,4.6222,0.2643,-7.2475,0.0793,0.011,0,1,0,0,B0,42
CC(=O)OC#Cc1cc(C(C)(C)C)c(C=O)s1,1,0.7627,0.6809,0.2373,0.3191,3.6254,301.628,40.5975,4.0826,0.3828,0.1498,0.1536,-6.7751,1.2899,0.3025,0.358,0.3145,0.3439,0,1,0,359.3897,3.9186,0.1788,-6.4055,0.0383,0.0276,0,1,0,0,B0,42
CCOc1cc(Cc2cc(Br)c(O)c(C(C)(C)C)c2)cc(Br)c1O,1,0.7317,0.2857,0.2683,0.7143,2.4785,364.8075,142.4384,4.0362,0.6788,0.2991,0.2682,-6.7723,1.1232,0.4794,0.3691,0.2316,0.3064,1,1,1,298.5889,3.8003,0.2952,-6.2547,0.0575,0.007,1,1,1,1,B0,42
Cc1cc(-c2ccccc2)c(C)s1,1,0.5333,0.6429,0.4667,0.3571,1.7535,283.7318,37.2128,4.0487,0.4128,0.1079,0.1638,-4.6315,0.8847,0.4252,0.3235,0.402,0.3376,0,0,0,277.1354,3.9054,0.0057,-4.3486,0.1314,0.3297,0,0,0,0,B0,42
CCc1c(F)cc(Br)c(C)c1O,1,0.7381,0.6944,0.2619,0.3056,2.5972,260.836,15.8015,3.7959,0.4955,0.273,0.2296,-4.9142,1.0352,0.387,0.3486,0.5454,0.3261,0,0,0,294.0146,3.7448,0.2863,-4.5847,0.0874,0.9371,0,0,0,0,B0,42
CCCCC(CC)Cc1ccc(O)c(-n2nc3ccccc3n2)c1,1,0.6078,0.3542,0.3922,0.6458,2.7848,315.7135,40.4387,4.0707,0.4069,0.4573,0.2616,-6.8211,1.1241,0.4094,0.3771,0.1717,0.2813,1,1,1,316.2124,3.9459,0.338,-6.7769,0.1062,0.0055,1,1,1,1,B0,42
CCCc1c2ccccc2cc2ccc(-c3ccc(C(C)(C)C)cc3)cc12,1,0.561,0.6087,0.439,0.3913,2.0419,355.9915,37.4132,4.3072,0.2036,0.4392,0.1767,-7.2496,1.3463,0.3704,0.3584,0.2912,0.3274,1,1,1,355.0583,4.4262,0.4482,-7.371,0.0516,0.0435,1,1,1,1,B0,42
CCCCC(CC)COc1cc(C2=C(c3cc(C)sc3C)C(=O)CC2)ccc1Br,1,0.4833,0.6753,0.5167,0.3247,3.3194,365.5516,77.0484,4.0844,0.5756,0.2655,0.2489,-7.0808,1.3556,0.4204,0.3849,0.1438,0.2485,1,1,1,342.9464,4.3316,0.1863,-6.426,0.1333,0.0074,0,1,0,0,B0,42
CCOC(=O)c1cc(C(=O)OC)cc(C(=O)Oc2ccc(O)cc2)c1,1,0.5581,0.4167,0.4419,0.5833,1.9658,321.1863,25.2336,3.9915,0.3847,0.2058,0.1601,-6.4324,1.058,0.4993,0.3645,0.1034,0.1818,0,1,0,327.0166,4.056,0.2314,-6.713,0.2834,0.0057,0,1,0,0,B0,42
CCOC(=O)c1ccc(C=Cc2ccc3n2[B-](F)(F)[N+]2=C(OC)C=CC2=C3c2ccccc2)o1,1,0.1765,0.72,0.8235,0.28,3.6944,564.2244,47.0853,4.8232,0.2696,0.3744,0.2644,-6.471,1.2538,0.3787,0.3835,0.1063,0.1953,0,1,0,534.1153,4.9111,0.3758,-6.384,0.0169,0.003,0,1,0,0,B0,42
CC(C)=CCN=Nc1ccc(F)[nH]1,1,0.5278,0.725,0.4722,0.275,4.147,388.0316,38.5761,3.3881,1.3574,0.1252,0.1634,-5.0195,0.7428,0.3804,0.347,0.336,0.3233,0,1,0,370.3014,3.7109,0.2657,-4.6299,0.0955,0.0361,0,0,0,0,B0,42
CCOC(=O)c1cccc2c3ccccc3n3c4ccc(F)cc4nc3c12,1,0.541,0.5862,0.459,0.4138,2.2395,393.2254,43.9549,4.3694,0.3336,0.4181,0.1823,-7.05,1.6315,0.3183,0.3615,0.0705,0.1512,1,1,1,400.1846,4.2831,0.5911,-7.7975,0.0187,0.003,1,1,1,1,B0,42
COc1ccc(C=CC(=O)OCC=C(C)C)c(OC)c1CC(=O)CO,1,0.7183,0.4528,0.2817,0.5472,2.8271,406.6953,47.4328,3.9514,0.3863,0.1869,0.1822,-7.1747,1.0267,0.4447,0.3887,0.1824,0.2785,0,1,0,418.7318,3.9691,0.2423,-7.179,0.4942,0.0066,0,1,0,0,B0,42
O=C(O)C=Cc1ccc(O)c(OCCl)c1,1,0.5882,0.2632,0.4118,0.7368,2.3389,288.7289,28.2727,3.8781,0.5545,0.0922,0.1029,-6.369,1.1522,0.7015,0.3517,0.2537,0.3069,0,0,0,300.9626,3.9241,0.1354,-5.9153,0.389,0.0264,0,1,0,0,B0,42
CC(=O)c1ccn2c3c(c(-c4cccc(C(=O)Nc5ccc(C(=O)c6ccccc6)cc5-c5ccc(C(C)(C)C)cc5)c4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,1,0.375,0.6977,0.625,0.3023,3.3483,457.6767,83.7922,4.337,0.4705,0.2956,0.2157,-6.9468,1.3129,0.5031,0.3929,0.1412,0.2672,0,0,0,453.5598,4.0511,0.3681,-6.444,0.194,0.0059,0,1,0,0,B0,42
COc1ccc(S(N)(=O)=O)cc1,1,0.4615,0.5357,0.5385,0.4643,1.4243,269.7249,42.7267,3.6566,0.5479,0.2189,0.1814,-6.8302,0.7896,0.6778,0.2982,0.3155,0.3158,0,0,0,286.9684,3.5874,0.2945,-7.101,0.3743,0.2075,0,1,0,0,B0,42
O=C(c1ccccc1)c1ccccc1O,0,0.5517,0.0,0.4483,1.0,1.4097,308.0404,18.7051,4.0671,0.2768,0.1621,0.1154,-5.787,0.9591,0.5304,0.3255,0.2496,0.2927,0,0,0,314.2883,4.039,0.2719,-5.826,0.405,0.0156,1,1,1,1,B0,42
CC(C)(C)c1cc(O)ccc1C(=O)OCCCCCc1ccccc1,1,0.678,0.4898,0.322,0.5102,2.0295,308.3929,42.2744,3.9737,0.5029,0.4604,0.2858,-7.0948,1.3581,0.3488,0.353,0.1445,0.2745,1,1,1,295.217,3.8665,0.3443,-7.1368,0.047,0.0026,1,1,1,1,B0,42
COc1ccccc1[Se]O,1,0.5385,0.5625,0.4615,0.4375,2.9182,263.8042,23.6288,3.6508,0.5714,0.1658,0.1569,-6.4323,0.6411,0.6203,0.3431,0.3331,0.3059,0,0,0,278.8579,3.5371,0.2648,-6.4663,0.4149,0.3954,0,1,0,0,B0,42
O=C(OCCP(=O)(c1ccccc1)c1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccccc1O,1,0.4182,0.6111,0.5818,0.3889,3.1887,390.3608,67.9885,4.3056,0.5565,0.3705,0.2785,-7.5396,1.4604,0.4389,0.4223,0.0797,0.1924,1,1,1,396.2484,4.4014,0.4041,-8.2962,0.1171,0.0038,1,1,1,1,B0,42
COC(=O)C(C)=Cc1c(-n2c3ccc(C)cc3c3cc(C)ccc32)cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1-n1c2ccc(C)cc2c2cc(C)ccc21,1,0.4151,0.6667,0.5849,0.3333,3.2978,398.9442,70.2221,4.3787,0.5396,0.2883,0.2157,-6.5618,1.0824,0.3772,0.3752,0.1188,0.2136,1,1,1,396.7598,4.4172,0.4184,-6.4572,0.027,0.0054,1,1,1,1,B0,42
Cc1ccccc1C(C)(C)c1cc(C(=O)O)c(O)c(-c2ccc(C=O)n2C)c1,1,0.6667,0.4118,0.3333,0.5882,2.9015,360.7996,45.8305,3.998,0.712,0.2166,0.2297,-7.1586,1.4186,0.5188,0.3699,0.2059,0.2839,0,0,0,376.157,4.1951,0.2818,-6.6618,0.0589,0.0068,1,1,1,1,B0,42
CC(C)Oc1ccc(NS(=O)(=O)c2ccc(N)cc2)c(O)c1,1,0.58,0.5556,0.42,0.4444,2.0455,322.4267,79.1134,4.0193,0.4401,0.2063,0.1897,-7.7078,1.0957,0.6527,0.3666,0.1763,0.2995,0,0,0,312.1248,4.0054,0.2822,-8.1679,0.407,0.0091,1,1,1,1,B0,42
O=C(O)c1ccc(N=CCC=Cc2ccccc2)c(F)c1,1,0.62,0.617,0.38,0.383,2.5267,349.3185,26.9003,3.9606,0.7386,0.1852,0.1743,-6.9726,1.3077,0.3967,0.3546,0.1849,0.2807,0,1,0,335.8522,4.1455,0.2912,-6.4287,0.1321,0.0051,1,1,1,1,B0,42
CCCc1ncccc1C(=O)NCCC1CCNCC1,1,0.7662,0.3077,0.2338,0.6923,2.3235,367.9056,116.7672,3.6221,0.6017,0.3588,0.3037,-7.4991,1.1965,0.4925,0.3966,0.2428,0.3403,0,1,0,284.3142,3.6308,0.4237,-7.1025,0.3758,0.0157,0,1,0,0,B0,42
COc1ccc(-c2ccc3c4c(cccc24)-c2c(C#N)c(N4CCCCC4)cc(OC(=O)c4ccc(O)cc4)c2-3)cc1,1,0.4429,0.6338,0.5571,0.3662,2.7561,561.701,127.1706,4.3052,0.3947,0.2818,0.2102,-7.1917,1.4582,0.4637,0.3857,0.1112,0.208,0,1,0,473.1403,4.3381,0.3093,-7.1973,0.067,0.006,0,1,0,0,B0,42
CCCCCCCC(C=CC(=O)OCC)=Cc1ccccc1,1,0.6333,0.3659,0.3667,0.6341,2.2571,337.2871,54.9429,4.2187,0.4698,0.1092,0.1159,-6.3926,1.1902,0.2383,0.291,0.0813,0.1765,0,1,0,338.6417,4.2516,0.2057,-6.16,0.0387,0.0038,0,1,0,0,B0,42
