SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name,canonical_smiles
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,343.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1215,CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1
CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,343.0,70.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1216,CSc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,343.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1217,CSc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1
CSc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,347.0,58.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1218,CSc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,347.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1219,CSc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1,347.0,67.79,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1220,CSc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1
CSc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,348.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1239,CSc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,348.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1240,CSc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1,348.0,65.57,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1241,CSc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,353.0,70.85,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1242,CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,353.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1243,CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,353.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1244,CCCCC(CC)COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2
CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,351.0,65.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1248,CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,351.0,69.23,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1249,CSc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1,351.0,56.78,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1250,CSc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1
CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,349.0,72.94,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1257,CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,349.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1258,CCNC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,349.0,45.3,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1259,CCNC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2
N#CC1=C(c2cc(F)cc(F)c2)C2C=CC1C2,325.0,68.55,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1380,N#CC1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C#N,325.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1381,CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C#N
CC1=CC2(C)CC1C(C#N)=C2c1cc(F)cc(F)c1,325.0,61.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1382,CC1=CC2(C)CC1C(C#N)=C2c1cc(F)cc(F)c1
COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,328.0,71.12,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1383,COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,328.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1384,COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
COC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2,328.0,65.61,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1385,COC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,328.0,70.56,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1386,CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,328.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1387,CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2,328.0,60.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1388,CCOC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2
CC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,330.0,42.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1389,CC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,330.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1390,CC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
CC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2,330.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1391,CC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2
Fc1cc(F)cc(C2=C(C(F)(F)F)C3C=CC2C3)c1,315.0,138.74,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1392,Fc1cc(F)cc(C2=C(C(F)(F)F)C3C=CC2C3)c1
CC1(C)C2C=CC1C(C(F)(F)F)=C2c1cc(F)cc(F)c1,315.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1393,CC1(C)C2C=CC1C(C(F)(F)F)=C2c1cc(F)cc(F)c1
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1cc(F)cc(F)c1,315.0,130.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1394,CC1=CC2(C)CC1C(C(F)(F)F)=C2c1cc(F)cc(F)c1
CS(=O)(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,320.0,149.96,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1395,CS(=O)(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1cc(F)cc(F)c1,320.0,101.02,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1396,CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1cc(F)cc(F)c1
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1cc(F)cc(F)c1,320.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1397,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1cc(F)cc(F)c1
NC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,324.0,63.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1398,NC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(N)=O,324.0,68.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1399,CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(N)=O
CC1=CC2(C)CC1C(C(N)=O)=C2c1cc(F)cc(F)c1,324.0,50.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1400,CC1=CC2(C)CC1C(C(N)=O)=C2c1cc(F)cc(F)c1
O=C(O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,325.0,73.78,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1419,O=C(O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(=O)O,325.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1420,CC1(C)C2C=CC1C(c1cc(F)cc(F)c1)=C2C(=O)O
CC1=CC2(C)CC1C(C(=O)O)=C2c1cc(F)cc(F)c1,325.0,68.69,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1421,CC1=CC2(C)CC1C(C(=O)O)=C2c1cc(F)cc(F)c1
CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,330.0,75.49,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1422,CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,330.0,78.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1423,CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2,330.0,66.72,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1424,CCCCC(CC)COC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2
CC(C)OC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,328.0,75.24,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1428,CC(C)OC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CC(C)OC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,328.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1429,CC(C)OC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cc(F)cc(F)c1,328.0,59.61,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1430,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cc(F)cc(F)c1
CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2,326.0,73.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1437,CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2
CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C,326.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1438,CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2,326.0,51.25,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1439,CCNC(=O)C1=C(c2cc(F)cc(F)c2)C2(C)C=C(C)C1C2
CC(=O)Nc1ccc(C2=C(C#N)C3C=CC2C3)cc1,345.0,62.4,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1440,CC(=O)Nc1ccc(C2=C(C#N)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,345.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1441,CC(=O)Nc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,345.0,60.72,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1442,CC(=O)Nc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1
COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2,348.0,61.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1443,COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2
COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C,348.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1444,COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C
COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2,348.0,58.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1445,COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2,348.0,59.4,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1446,CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C,348.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1447,CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2,348.0,55.76,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1448,CCOC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2
CC(=O)Nc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,350.0,51.29,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1449,CC(=O)Nc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,350.0,69.02,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1450,CC(=O)Nc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1,350.0,39.34,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1451,CC(=O)Nc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1
CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,335.0,132.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1452,CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,335.0,70.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1453,CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1,335.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1454,CC(=O)Nc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1
CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,340.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1455,CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,340.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1456,CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,340.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1457,CC(=O)Nc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1
CC(=O)Nc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,344.0,54.84,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1458,CC(=O)Nc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,344.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1459,CC(=O)Nc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1,344.0,46.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1460,CC(=O)Nc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1
CC(=O)Nc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,345.0,72.31,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1479,CC(=O)Nc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,345.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1480,CC(=O)Nc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1,345.0,64.68,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1481,CC(=O)Nc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2,350.0,70.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1482,CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C,350.0,69.02,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1483,CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2,350.0,86.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1484,CCCCC(CC)COC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2
CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,348.0,66.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1488,CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1
CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,348.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1489,CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1
CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1,348.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1490,CC(=O)Nc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1
CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2,346.0,52.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1497,CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C,346.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1498,CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2,346.0,74.7,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1499,CCNC(=O)C1=C(c2ccc(NC(C)=O)cc2)C2(C)C=C(C)C1C2
[H]C1=C(C#N)C2C=CC1C2,250.0,93.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_0,N#CC1=CC2C=CC1C2
[H]C1=C(C#N)C2C=CC1C2(C)C,250.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1,CC1(C)C2C=CC1C(C#N)=C2
[H]C1=C(C#N)C2CC1(C)C=C2C,250.0,87.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_2,CC1=CC2(C)C=C(C#N)C1C2
[H]C1=C(C(=O)OC)C2C=CC1C2,253.0,108.45,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_3,COC(=O)C1=CC2C=CC1C2
[H]C1=C(C(=O)OC)C2C=CC1C2(C)C,253.0,47.32,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_4,COC(=O)C1=CC2C=CC1C2(C)C
[H]C1=C(C(=O)OC)C2CC1(C)C=C2C,253.0,101.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_5,COC(=O)C1=CC2(C)C=C(C)C1C2
